codigo_gerencial;demonstrativo;grupo_macro;nome;nivel;natureza;sinal_padrao;aceita_depara;observacao;dfc_numero;dfc_codigo;dfc_descricao
DRE;DRE;Resultado;DRE Gerencial;1;Sintetica;Neutro;nao;;;;
DRE.01;DRE;Receita;Receita bruta;2;Sintetica;Neutro;nao;;;;
DRE.01.01;DRE;Receita;Venda de mercadorias;3;Sintetica;Neutro;nao;;;;
DRE.01.01.01;DRE;Receita;Vendas no mercado interno;4;Sintetica;Neutro;nao;;;;
DRE.01.01.01.01;DRE;Receita;Mercadorias a vista;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.01.01.02;DRE;Receita;Mercadorias a prazo;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.01.02;DRE;Receita;Canais digitais e marketplaces;4;Sintetica;Neutro;nao;;;;
DRE.01.01.02.01;DRE;Receita;E-commerce e marketplaces;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.01.03;DRE;Receita;Mercado externo;4;Sintetica;Neutro;nao;;;;
DRE.01.01.03.01;DRE;Receita;Exportacao de mercadorias;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.01.04;DRE;Receita;Outras vendas de mercadorias;4;Sintetica;Neutro;nao;;;;
DRE.01.01.04.01;DRE;Receita;Outras vendas de mercadorias;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.02;DRE;Receita;Venda de produtos;3;Sintetica;Neutro;nao;;;;
DRE.01.02.01;DRE;Receita;Produtos e industrializacao;4;Sintetica;Neutro;nao;;;;
DRE.01.02.01.01;DRE;Receita;Produtos proprios;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.02.01.02;DRE;Receita;Produtos industrializados por terceiros;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.02.02;DRE;Receita;Mercado externo;4;Sintetica;Neutro;nao;;;;
DRE.01.02.02.01;DRE;Receita;Exportacao de produtos;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.02.03;DRE;Receita;Outras vendas de produtos;4;Sintetica;Neutro;nao;;;;
DRE.01.02.03.01;DRE;Receita;Outras vendas de produtos;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03;DRE;Receita;Prestacao de servicos;3;Sintetica;Neutro;nao;;;;
DRE.01.03.01;DRE;Receita;Servicos recorrentes;4;Sintetica;Neutro;nao;;;;
DRE.01.03.01.01;DRE;Receita;Servicos recorrentes;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.01.02;DRE;Receita;Servicos recorrentes mensais;5;Analitica;Credito;sim;Detalhamento inspirado no plano Hubcount.;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.02;DRE;Receita;Projetos, avulsos e consultorias;4;Sintetica;Neutro;nao;;;;
DRE.01.03.02.01;DRE;Receita;Servicos avulsos e projetos;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.02.02;DRE;Receita;Consultorias e honorarios;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.03;DRE;Receita;Servicos digitais, eventos e treinamentos;4;Sintetica;Neutro;nao;;;;
DRE.01.03.03.01;DRE;Receita;Servicos digitais;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.03.02;DRE;Receita;Receitas de eventos, cursos e treinamentos;5;Analitica;Credito;sim;Referencias presentes no plano Hubcount.;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.04;DRE;Receita;Outras receitas de servicos;4;Sintetica;Neutro;nao;;;;
DRE.01.03.04.01;DRE;Receita;Outras receitas de servicos;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.03.04.02;DRE;Receita;Servicos prestados a prazo;5;Analitica;Credito;sim;Conta do balancete atual.;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.04;DRE;Receita;Receitas recorrentes e acessorias;3;Sintetica;Neutro;nao;;;;
DRE.01.04.01;DRE;Receita;Receitas recorrentes;4;Sintetica;Neutro;nao;;;;
DRE.01.04.01.01;DRE;Receita;Locacoes;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.04.01.02;DRE;Receita;Assinaturas e mensalidades;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.04.02;DRE;Receita;Licencas e partes relacionadas;4;Sintetica;Neutro;nao;;;;
DRE.01.04.02.01;DRE;Receita;Royalties e licencas;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.04.02.02;DRE;Receita;Receitas intercompany;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.01.04.03;DRE;Receita;Outras receitas brutas;4;Sintetica;Neutro;nao;;;;
DRE.01.04.03.01;DRE;Receita;Outras receitas brutas;5;Analitica;Credito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.02;DRE;Deducoes;Deducoes da receita;2;Sintetica;Neutro;nao;;;;
DRE.02.01;DRE;Deducoes;Impostos sobre receita;3;Sintetica;Neutro;nao;;;;
DRE.02.01.01;DRE;Deducoes;Tributos federais sobre receita;4;Sintetica;Neutro;nao;;;;
DRE.02.01.01.01;DRE;Deducoes;PIS sobre receita;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.01.02;DRE;Deducoes;COFINS sobre receita;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.01.03;DRE;Deducoes;IPI sobre vendas;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.01.04;DRE;Deducoes;Simples Nacional DAS;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.01.05;DRE;Deducoes;INSS sobre faturamento;5;Analitica;Debito;sim;Referencia presente no plano Hubcount.;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.01.06;DRE;Deducoes;Retencoes sobre servicos prestados;5;Analitica;Debito;sim;Complemento para prestadoras de servico.;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.02;DRE;Deducoes;Tributos estaduais sobre receita;4;Sintetica;Neutro;nao;;;;
DRE.02.01.02.01;DRE;Deducoes;ICMS sobre vendas;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.03;DRE;Deducoes;Tributos municipais sobre receita;4;Sintetica;Neutro;nao;;;;
DRE.02.01.03.01;DRE;Deducoes;ISS sobre servicos;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.01.04;DRE;Deducoes;Outras deducoes tributarias;4;Sintetica;Neutro;nao;;;;
DRE.02.01.04.01;DRE;Deducoes;Outros impostos sobre receita;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.02.02;DRE;Deducoes;Cancelamentos e descontos;3;Sintetica;Neutro;nao;;;;
DRE.02.02.01;DRE;Deducoes;Devolucoes e cancelamentos;4;Sintetica;Neutro;nao;;;;
DRE.02.02.01.01;DRE;Deducoes;Devolucoes de vendas;5;Analitica;Debito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.02.02.01.02;DRE;Deducoes;Vendas canceladas;5;Analitica;Debito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.02.02.02;DRE;Deducoes;Abatimentos e descontos;4;Sintetica;Neutro;nao;;;;
DRE.02.02.02.01;DRE;Deducoes;Abatimentos comerciais;5;Analitica;Debito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.02.02.02.02;DRE;Deducoes;Descontos incondicionais;5;Analitica;Debito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.02.02.03;DRE;Deducoes;Bonificacoes e outras deducoes;4;Sintetica;Neutro;nao;;;;
DRE.02.02.03.01;DRE;Deducoes;Bonificacoes como deducao;5;Analitica;Debito;sim;;2;DFC.OP.CLIENTES;Valores recebidos de clientes
DRE.03;DRE;Receita Liquida;Receita liquida;2;Subtotal;Credito;nao;;;;
DRE.04;DRE;Custos;Custos diretos;2;Sintetica;Neutro;nao;;;;
DRE.04.01;DRE;Custos das mercadorias;CMV - Comercio;3;Sintetica;Neutro;nao;;;;
DRE.04.01.01;DRE;Custos das mercadorias;Estoques de mercadorias;4;Sintetica;Neutro;nao;;;;
DRE.04.01.01.01;DRE;Custos das mercadorias;Estoque inicial de mercadorias;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.01.02;DRE;Custos das mercadorias;Estoque final de mercadorias;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.02;DRE;Custos das mercadorias;Compras, fretes e aquisicoes;4;Sintetica;Neutro;nao;;;;
DRE.04.01.02.01;DRE;Custos das mercadorias;Compras de mercadorias;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.02.02;DRE;Custos das mercadorias;Fretes sobre compras;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.03;DRE;Custos das mercadorias;Tributos sobre compras;4;Sintetica;Neutro;nao;;;;
DRE.04.01.03.01;DRE;Custos das mercadorias;Impostos nao recuperaveis nas compras;5;Analitica;Debito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.04.01.03.02;DRE;Custos das mercadorias;Impostos recuperaveis sobre compras;5;Analitica;Credito;sim;;8;DFC.OP.TRIBUTOS;Tributos pagos
DRE.04.01.04;DRE;Custos das mercadorias;Ajustes, transferencias e perdas;4;Sintetica;Neutro;nao;;;;
DRE.04.01.04.01;DRE;Custos das mercadorias;Bonificacoes recebidas;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.04.02;DRE;Custos das mercadorias;Bonificacoes concedidas;5;Analitica;Credito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.04.03;DRE;Custos das mercadorias;Transferencias entre filiais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.04.04;DRE;Custos das mercadorias;Baixas e perdas de estoque;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.01.05;DRE;Custos das mercadorias;Outros custos de mercadorias;4;Sintetica;Neutro;nao;;;;
DRE.04.01.05.01;DRE;Custos das mercadorias;Outros custos de mercadorias;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02;DRE;Custos dos produtos;CPV - Industria;3;Sintetica;Neutro;nao;;;;
DRE.04.02.01;DRE;Custos dos produtos;Materiais e insumos industriais;4;Sintetica;Neutro;nao;;;;
DRE.04.02.01.01;DRE;Custos dos produtos;Materia prima e insumos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.02;DRE;Custos dos produtos;Mao de obra industrial;4;Sintetica;Neutro;nao;;;;
DRE.04.02.02.01;DRE;Custos dos produtos;Mao de obra direta industrial;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.03;DRE;Custos dos produtos;Custos indiretos de fabricacao;4;Sintetica;Neutro;nao;;;;
DRE.04.02.03.01;DRE;Custos dos produtos;Custos indiretos de fabricacao;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.03.02;DRE;Custos dos produtos;Energia e utilidades da producao;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.03.03;DRE;Custos dos produtos;Manutencao industrial;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.04;DRE;Custos dos produtos;Terceirizacao industrial;4;Sintetica;Neutro;nao;;;;
DRE.04.02.04.01;DRE;Custos dos produtos;Terceirizacao industrial;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.05;DRE;Custos dos produtos;Depreciacao fabril;4;Sintetica;Neutro;nao;;;;
DRE.04.02.05.01;DRE;Custos dos produtos;Depreciacao fabril;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.02.06;DRE;Custos dos produtos;Perdas industriais;4;Sintetica;Neutro;nao;;;;
DRE.04.02.06.01;DRE;Custos dos produtos;Perdas industriais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03;DRE;Custos dos serviços;CSP - Servicos;3;Sintetica;Neutro;nao;;;;
DRE.04.03.01;DRE;Custos dos serviços;Mao de obra e encargos de servicos;4;Sintetica;Neutro;nao;;;;
DRE.04.03.01.01;DRE;Custos dos serviços;Mao de obra direta de servicos;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.02;DRE;Custos dos serviços;Salarios da operacao;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.03;DRE;Custos dos serviços;Férias da operacao;5;;;;;;;
DRE.04.03.01.04;DRE;Custos dos serviços;13º salario da operacao;5;;;;;;;
DRE.04.03.01.05;DRE;Custos dos serviços;INSS da equipe da operacao;5;Analitica;Debito;sim;Inspirado no detalhamento Hubcount.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.06;DRE;Custos dos serviços;FGTS da equipe da operacao;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.07;DRE;Custos dos serviços;Vale transporte da operacao;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.08;DRE;Custos dos serviços;Vale refeicao e alimentacao da operacao;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.09;DRE;Custos dos serviços;Assistencia medica da operacao;5;Analitica;Debito;sim;Detalhamento inspirado no plano Hubcount.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.10;DRE;Custos dos serviços;Convenios da operacao;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.01.11;DRE;Custos dos serviços;Treinamento de pessoal da operacao;5;Analitica;Debito;sim;Detalhamento inspirado no plano Hubcount.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.04.03.02;DRE;Custos dos serviços;Terceiros diretos de servicos;4;Sintetica;Neutro;nao;;;;
DRE.04.03.02.01;DRE;Custos dos serviços;Terceiros diretos de servicos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.02.02;DRE;Custos dos serviços;Servicos de terceiros operacionais;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.02.03;DRE;Custos dos serviços;Estagiarios;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.03;DRE;Custos dos serviços;Materiais aplicados em servicos;4;Sintetica;Neutro;nao;;;;
DRE.04.03.03.01;DRE;Custos dos serviços;Materiais aplicados em servicos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.03.02;DRE;Custos dos serviços;Outros custos de servicos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.04;DRE;Custos dos serviços;Deslocamentos diretos de servicos;4;Sintetica;Neutro;nao;;;;
DRE.04.03.04.01;DRE;Custos dos serviços;Deslocamentos diretos de servicos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.05;DRE;Custos dos serviços;Ferramentas, licencas e software de entrega;4;Sintetica;Neutro;nao;;;;
DRE.04.03.05.01;DRE;Custos dos serviços;Ferramentas e licencas de entrega;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.05.02;DRE;Custos dos serviços;Manutencao de software operacional;5;Analitica;Debito;sim;Conta do balancete atual.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.06;DRE;Custos dos serviços;Seguros e protecoes operacionais;4;Sintetica;Neutro;nao;;;;
DRE.04.03.06.01;DRE;Custos dos serviços;Seguros e protecoes operacionais;5;Analitica;Debito;sim;Referencia presente no plano Hubcount.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.04.03.07;DRE;Custos dos serviços;Outros custos dos serviços prestados;4;Sintetica;Neutro;nao;;;;
DRE.04.03.07.01;DRE;Custos dos serviços;Outros custos dos serviços prestados;5;Analitica;Debito;sim;Referencia presente no plano Hubcount.;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.05;DRE;Lucro Bruto;Lucro bruto;2;Subtotal;Credito;nao;;;;
DRE.06;DRE;Despesas Comerciais;Despesas comerciais;2;Sintetica;Neutro;nao;;;;
DRE.06.01;DRE;Despesas Comerciais;Pessoal comercial;3;Sintetica;Neutro;nao;;;;
DRE.06.01.01;DRE;Despesas Comerciais;Remuneracao comercial;4;Sintetica;Neutro;nao;;;;
DRE.06.01.01.01;DRE;Despesas Comerciais;Salarios comerciais;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.06.01.01.02;DRE;Despesas Comerciais;Férias comerciais;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.06.01.01.03;DRE;Despesas Comerciais;Decimo terceiro comerciais;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.06.01.02;DRE;Despesas Comerciais;Encargos e beneficios comerciais;4;Sintetica;Neutro;nao;;;;
DRE.06.01.02.01;DRE;Despesas Comerciais;Encargos comerciais;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.06.01.02.02;DRE;Despesas Comerciais;Beneficios comerciais;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.06.01.03;DRE;Despesas Comerciais;Comissoes e premios comerciais;4;Sintetica;Neutro;nao;;;;
DRE.06.01.03.01;DRE;Despesas Comerciais;Comissoes e premios;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.06.02;DRE;Despesas Comerciais;Marketing e vendas;3;Sintetica;Neutro;nao;;;;
DRE.06.02.01;DRE;Despesas Comerciais;Midia, trafego e agencias;4;Sintetica;Neutro;nao;;;;
DRE.06.02.01.01;DRE;Despesas Comerciais;Publicidade e propaganda;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.02.01.02;DRE;Despesas Comerciais;Trafego pago e midia digital;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.02.01.03;DRE;Despesas Comerciais;Agencias e producao de conteudo;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.02.02;DRE;Despesas Comerciais;Eventos, feiras e materiais promocionais;4;Sintetica;Neutro;nao;;;;
DRE.06.02.02.01;DRE;Despesas Comerciais;Eventos, feiras e patrocinio;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.02.02.02;DRE;Despesas Comerciais;Brindes, amostras e material promocional;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.03;DRE;Despesas Comerciais;Logistica de venda;3;Sintetica;Neutro;nao;;;;
DRE.06.03.01;DRE;Despesas Comerciais;Fretes e transporte de venda;4;Sintetica;Neutro;nao;;;;
DRE.06.03.01.01;DRE;Despesas Comerciais;Fretes e entregas a clientes;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.03.01.02;DRE;Despesas Comerciais;Pedagios e transporte comercial;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.03.02;DRE;Despesas Comerciais;Embalagens de venda;4;Sintetica;Neutro;nao;;;;
DRE.06.03.02.01;DRE;Despesas Comerciais;Embalagens de venda;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.03.03;DRE;Despesas Comerciais;Estrutura logistica comercial;4;Sintetica;Neutro;nao;;;;
DRE.06.03.03.01;DRE;Despesas Comerciais;Manutencao de veiculos comerciais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.03.03.02;DRE;Despesas Comerciais;Armazenagem comercial;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.04;DRE;Despesas Comerciais;Canais e adquirencia;3;Sintetica;Neutro;nao;;;;
DRE.06.04.01;DRE;Despesas Comerciais;Taxas de canais e adquirencia;4;Sintetica;Neutro;nao;;;;
DRE.06.04.01.01;DRE;Despesas Comerciais;Taxas de cartao e adquirentes;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.04.01.02;DRE;Despesas Comerciais;Taxas de marketplace;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.04.02;DRE;Despesas Comerciais;Plataformas comerciais;4;Sintetica;Neutro;nao;;;;
DRE.06.04.02.01;DRE;Despesas Comerciais;Plataformas comerciais;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.04.03;DRE;Despesas Comerciais;Descontos comerciais;4;Sintetica;Neutro;nao;;;;
DRE.06.04.03.01;DRE;Despesas Comerciais;Descontos comerciais concedidos;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.06.04.04;DRE;Despesas Comerciais;Outras despesas de canais;4;Sintetica;Neutro;nao;;;;
DRE.06.04.04.01;DRE;Despesas Comerciais;Bonificacao e amostra gratis;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07;DRE;Despesas Administrativas;Despesas administrativas;2;Sintetica;Neutro;nao;;;;
DRE.07.01;DRE;Despesas Administrativas;Pessoal - administrativo;3;Sintetica;Neutro;nao;;;;
DRE.07.01.01;DRE;Despesas Administrativas;Remuneracao administrativa;4;Sintetica;Neutro;nao;;;;
DRE.07.01.01.01;DRE;Despesas Administrativas;Salarios - administrativo;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.01.02;DRE;Despesas Administrativas;Férias - administrativo;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.01.03;DRE;Despesas Administrativas;Decimo terceiro - administrativo;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.01.04;DRE;Despesas Administrativas;Gratificacoes e premios - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.01.05;DRE;Despesas Administrativas;Pro labore;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.01.06;DRE;Despesas Administrativas;Terceiros e estagiarios - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.02;DRE;Despesas Administrativas;Encargos - administrativo;4;Sintetica;Neutro;nao;;;;
DRE.07.01.02.01;DRE;Despesas Administrativas;Encargos - administrativo;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.02.02;DRE;Despesas Administrativas;INSS - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.02.03;DRE;Despesas Administrativas;FGTS - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.03;DRE;Despesas Administrativas;Beneficios - administrativo;4;Sintetica;Neutro;nao;;;;
DRE.07.01.03.01;DRE;Despesas Administrativas;Beneficios - administrativo;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.03.02;DRE;Despesas Administrativas;Vale transporte - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.03.03;DRE;Despesas Administrativas;Vale refeicao e alimentacao - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.03.04;DRE;Despesas Administrativas;Assistencia medica administrativa;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.03.05;DRE;Despesas Administrativas;Convenios e beneficios - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.03.06;DRE;Despesas Administrativas;Seguro de vida e beneficios segurados - administrativo;5;Analitica;Debito;sim;Referencia presente no plano Hubcount.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.04;DRE;Despesas Administrativas;Recrutamento e medicina ocupacional;4;Sintetica;Neutro;nao;;;;
DRE.07.01.04.01;DRE;Despesas Administrativas;Recrutamento e treinamento  - administrativo;5;Analitica;Debito;sim;;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.04.02;DRE;Despesas Administrativas;Exames admissionais e demissionais  - administrativo;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.01.05;DRE;Despesas Administrativas;Acordos e contingencias trabalhistas;4;Sintetica;Neutro;nao;;;;
DRE.07.01.05.01;DRE;Despesas Administrativas;Acordos trabalhistas e judiciais;5;Analitica;Debito;sim;Conta do balancete atual.;4;DFC.OP.EMPREGADOS;Valores pagos a empregados
DRE.07.02;DRE;Despesas Administrativas;Ocupacao e infraestrutura;3;Sintetica;Neutro;nao;;;;
DRE.07.02.01;DRE;Despesas Administrativas;Locacao e ocupacao;4;Sintetica;Neutro;nao;;;;
DRE.07.02.01.01;DRE;Despesas Administrativas;Aluguel predial;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
DRE.07.02.01.02;DRE;Despesas Administrativas;Condominio;5;Analitica;Debito;sim;;3;DFC.OP.FORNECEDORES;Valores pagos a fornecedores
